Hour,Weekday,Month,NumVehicles,RoadClass,RoadSurface,LightConditions,WeatherConditions,VehicleType,CasualtySeverity
14,5,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
17,6,8,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
17,6,8,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,6,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,6,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
17,4,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
17,4,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
10,2,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,4,8,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Goods vehicle 3.5 tonnes mgw and under,Slight
7,6,8,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,6,8,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,M/cycle 50cc and under,Slight
11,7,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,7,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,7,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,7,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,7,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,7,8,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,7,8,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,1,8,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
15,4,8,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
8,4,8,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,5,8,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,5,8,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,5,8,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,5,8,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
18,2,8,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
12,3,8,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
11,4,8,3,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
11,4,8,3,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
11,4,8,1,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
19,4,8,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
20,4,8,2,B,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
12,5,8,4,A,Dry,Daylight: street lights present,Fine without high winds,Goods vehicle 3.5 tonnes mgw and under,Slight
15,6,8,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
16,6,8,1,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
16,6,8,1,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
11,7,8,1,A,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
15,7,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Taxi/Private hire car,Slight
11,1,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,2,8,1,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
15,6,8,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
18,3,8,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,3,8,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,3,8,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
12,4,8,8,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
19,6,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
19,6,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,1,9,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Taxi/Private hire car,Slight
19,2,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
19,2,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
18,5,8,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,2,9,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
12,3,9,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
7,4,9,2,B,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,1,9,1,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
10,2,9,1,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
14,3,9,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
12,5,9,2,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
9,5,9,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,6,9,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,6,9,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,6,9,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,6,9,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,6,9,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,2,9,6,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,2,9,6,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
9,4,9,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
20,4,9,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
7,5,9,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,5,9,2,A,Dry,Daylight: street lights present,Fine without high winds,Goods vehicle 3.5 tonnes mgw and under,Slight
16,7,9,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,7,9,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
7,1,9,3,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,2,9,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
8,2,9,1,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,2,9,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,2,9,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,2,9,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,1,9,3,Motorway,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
9,1,9,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
12,6,10,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,6,10,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,7,10,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
10,1,10,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
12,2,10,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
12,2,10,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
15,4,10,1,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
15,4,10,1,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
15,4,10,1,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
15,1,10,1,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
9,2,10,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
9,2,10,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,6,10,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
14,6,10,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
15,3,10,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,3,10,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,3,10,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
10,4,10,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
9,7,10,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,7,10,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,7,10,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,7,10,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
11,2,10,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
12,5,11,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
12,4,10,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,7,10,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Taxi/Private hire car,Slight
16,7,11,4,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,5,11,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
15,1,11,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
8,2,11,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
19,2,11,2,B,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,5,10,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
15,4,11,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
23,5,11,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
23,5,11,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,1,11,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
10,3,11,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
11,3,11,2,B,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,3,11,2,B,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
22,6,10,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Taxi/Private hire car,Slight
11,4,11,1,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
12,5,11,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
12,5,11,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
12,5,11,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
10,6,11,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
12,7,11,2,B,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
7,2,12,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
19,2,12,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
18,3,12,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
15,1,12,1,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
21,7,12,1,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
21,7,12,1,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
7,3,12,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
10,3,12,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
10,3,12,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,4,12,2,B,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
11,5,12,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
11,5,12,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
11,5,12,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
11,5,12,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,5,12,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
13,6,12,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,2,12,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,3,1,2,A(M),Dry,Daylight: street lights present,Fine without high winds,Car,Slight
18,7,12,2,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
10,5,1,2,A,Dry,Daylight: street lights present,Fine without high winds,Taxi/Private hire car,Slight
10,5,1,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
